	Marca	Vettura	Porte	Anno	Tipo Tetto	TettoVetro	KIT 	  Componibili  PIEDE  	TRAVERSE Acc 	Alu	Preassemblate E.O. SW Acc	Alu.1	Quick Acc	Alu.2	FREE LINE	Unnamed: 16	INITIAL	EASY ONE	EVO	Porta Bici Post.
544	Mahindra	Goa	5	2002-nan	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
545	Maserati	 Maserati		nan-nan																
546	Maserati	Levante	5	2016-nan	Profili integrati	SI		601	513	613			865.0	965.0						NO
547	Mazda	 Mazda		nan-nan																
548	Mazda	121 	3	1996-2001	Punti fissi	SI												28.0	28.0	NV
549	Mazda	121 	5	1996-2001	Tetto nudo													25.0	25.0	NV
550	Mazda	2 	3-5	2007-2015	Punti fissi	SI	128.0	500	507	607								9.0	9.0	AL-RT
551	Mazda	2 	5	2015-nan	Tetto nudo		333.0	500	513	613										AL-2B
552	Mazda	3 	4-5	2004-2009	Punti fissi	SI	128.0	500	507	607								9.0	40.0	NO
553	Mazda	3 	4-5	2009-2013	Punti fissi	SI	128.0	500	507	607								9.0	40.0	NO
554	Mazda	3 	5	2013-2019	Tetto nudo		307.0	500	520	620								71.0	71.0	NO
555	Mazda	3 	5	2019-nan	Punti fissi	SI	127.0	500	513	613										NO
556	Mazda	5 	5	2005-2015	Punti fissi	SI	128.0	500	507	607								9.0	9.0	AL-RT
557	Mazda	5 	5	2005-2015	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL-RT
558	Mazda	6 	4	2007-2012	Punti fissi	SI	128.0	500	507	607								9.0	9.0	AL-RT
559	Mazda	6 	4	2013-nan																SI
560	Mazda	6 SW  	5	2002-2008	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL-RT
561	Mazda	6 SW 	5	2008-2013	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL-RT
562	Mazda	6 SW 	5	2013-nan	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			AL
563	Mazda	626 SW 	5	1988-1997	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
564	Mazda	626 SW 	5	1998-2002	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
565	Mazda	CX-3 	5	2015-nan	Tetto nudo		320.0	500	513	613										NO
566	Mazda	CX-30 	5	2020-nan	Tetto nudo	NV	381.0	500	520	620										NV
567	Mazda	CX-5 	5	2012-2017	Punti fissi	SI	128.0	500	513	613								9.0	40.0	AL-RT-2B
568	Mazda	CX-7 	5	2006-2012	Punti fissi	SI	128.0	500	520	620										AL
569	Mazda	Demio 	5	1998-2003	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
570	Mazda	MPV 	5	1995-1999	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
571	Mazda	MPV 	5	1999-2005	Profili a T	SI	406.0	600	526	626	830.0	930.0								NO
572	Mazda	MX-30 	5	2021-nan	Tetto nudo	NV	382.0	500	526	626										NV
573	Mazda	Premacy 	5	1999-2004	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			SI
574	Mazda	Tribute 	5	2000-2004	Barre lungitudinali	SI		600	520	620	815.0	915.0			530.0		● ○			NO
575	Mercedes	 Mercedes		nan-nan																
576	Mercedes	190 	4	1982-1993	Tetto nudo													24.0	24.0	NO
577	Mercedes	200-230-300TE	5	1985-1995	Barre lungitudinali	SI		600	526	626	830.0	930.0					● ○			NO
578	Mercedes	Citan 	3-5	2012-nan	Punti fissi	SI	102.0	500	513	613								6.0	2.0	NV
579	Mercedes	CLA 	4	2013-2019	Punti fissi	SI	115.0	500	507	607								12.0	12.0	NO
580	Mercedes	CLA Shooting Brake 	5	2015-2019	Punti fissi	SI	115.0	500	507	607								12.0	12.0	NO
581	Mercedes	CLA Shooting Brake 	5	2019-nan	Punti fissi	SI	115.0	500	507	607									12.0	NO
582	Mercedes	Classe A 	5	1997-2004	Tetto nudo		228.0	500	507	607								25.0	59.0	NO
583	Mercedes	Classe A 	3-5	2004-2012	Punti fissi	SI	113.0	500	513	613								13.0	13.0	AL-2B-RT
584	Mercedes	Classe A 	5	2012-2018	Punti fissi	SI	115.0	500	507	607								12.0	12.0	NO
585	Mercedes	Classe A 	5	2018-nan	Punti fissi	SI	115.0	500	507	607								12.0	12.0	NO
586	Mercedes	Classe A Sedan 	4	2019-nan	Punti fissi	SI	131.0	500	507	607									99.0	NV
587	Mercedes	Classe B 	5	2005-2011	Punti fissi	SI	113.0	500	513	613								13.0	13.0	SI
588	Mercedes	Classe B 	5	2011-2018	Punti fissi	SI	115.0	500	513	613								12.0	42.0	NO
589	Mercedes	Classe B 	5	2019-nan	Punti fissi	SI	115.0	500	513	613								12.0	42.0	NV
590	Mercedes	Classe C 	4	1993-2000	Tetto nudo													24.0	24.0	NO
591	Mercedes	Classe C 	4	2000-2007	Tetto nudo													24.0	24.0	SI
592	Mercedes	Classe C 	4	2007-2013	Punti fissi	SI	106.0	500	513	613								12.0	42.0	SI
593	Mercedes	Classe C 	4	2014-nan	Punti fissi	SI	106.0	500	513	613								12.0	42.0	SI
594	Mercedes	Classe C Coupè 	2	2011-2015	Punti fissi	SI	106.0	500	507	607								12.0	12.0	NO
595	Mercedes	Classe C Coupè 	2	2016-nan	Punti fissi	SI	106.0	500	507	607										NV
596	Mercedes	Classe C SW 	5	1993-2000	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
597	Mercedes	Classe C SW 	5	2001-2007	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL
598	Mercedes	Classe C SW 	5	2007-2014	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL
599	Mercedes	Classe C SW 	5	2015-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				AA-RT-2B
600	Mercedes	Classe E 	4	1995-2002	Tetto nudo													24.0	24.0	NO
601	Mercedes	Classe E 	4	2002-2009	Punti fissi	SI	112.0	500	513	613										NO
602	Mercedes	Classe E 	4	2009-2016	Punti fissi	SI	106.0	500	513	613									42.0	NO
603	Mercedes	Classe E Coupè 	2	2009-2016	Punti fissi	SI	106.0	500	507	607								12.0	12.0	NO
604	Mercedes	Classe E SW 	5	1985-1995	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
605	Mercedes	Classe E SW 	5	1996-2002	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			SI
606	Mercedes	Classe E SW 	5	2002-2009	Barre lungitudinali	SI		600	520	620	815.0	915.0			530.0		● ○			AL-AA
607	Mercedes	Classe E SW 	5	2009-2016	Barre lungitudinali	SI		600	526	626	830.0	930.0			515.0		● ○			NO
608	Mercedes	Classe E SW 	5	2017-nan	Profili integrati	SI		601	507	607			857.0	957.0		730				NO
609	Mercedes	Classe R 	5	2005-2013	Punti fissi	SI	106.0	500	520	620										SI
610	Mercedes	Classe S 	4	2005-2013	Punti fissi	SI	106.0	500	520	620										NO
611	Mercedes	Classe X 	5	2017-nan	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
612	Mercedes	CLS  	4	2010-2018	Punti fissi	SI	106.0	500	520	620										NO
613	Mercedes	CLS 	4	2004-2010	Punti fissi	SI	106.0	500	520	620										NO
614	Mercedes	CLS Shooting Brake 	5	2011-2018	Punti fissi	SI	106.0	500	520	620										NO
615	Mercedes	GL 	5	2006-2015	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
616	Mercedes	GLA  	5	2014-2020	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
617	Mercedes	GLA 	5	2020-nan	Profili integrati	SI		601	507	607			857.0	957.0		730				NV
618	Mercedes	GLB 	5	2020-nan	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NV
619	Mercedes	GLC 	5	2015-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
620	Mercedes	GLE  	5	2015-2019	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0					NO
621	Mercedes	GLE 	5	2019-nan	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0					NO
622	Mercedes	GLE Coupè 	5	2015-2019	Punti fissi	SI	115.0	500	526	626										NO
623	Mercedes	GLK 	5	2008-2015	Barre lungitudinali	SI		600	526	626	830.0	930.0			515.0		● ○			NO
624	Mercedes	GLS 	5	2016-nan	Barre lungitudinali			600	542	642	830.0	930.0			530.0		● ○			NO
625	Mercedes	ML 	5	1997-2005	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			NO
626	Mercedes	ML 	5	2005-2011	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			AA-AL-AB
627	Mercedes	ML 	5	2011-2015	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
628	Mercedes	Vaneo 	5	2002-2005	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			NO
629	Mercedes	Viano 	3-5	2003-2013	Barre lungitudinali	SI		600	542	642					530.0					AL-RT
630	Mercedes	Vito  	5	2014-nan	Barre lungitudinali	SI		600	542	642					530.0					NO
631	Mercedes	Vito 	3-5	1996-2003	Barre lungitudinali	SI		600	542	642					530.0					NO
632	Mercedes	Vito 	3-5	1996-2003	Profili a T	SI	406.0	600	542	642										NO
633	Mercedes	Vito 	5	2003-2013	Barre lungitudinali	SI		600	542	642					530.0					NO
634	MG	 MG		nan-nan																
635	MG	ZT-T SW	5	2002-2005	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
636	Mini	 Mini		nan-nan																
637	Mini	Clubman  	5	2009-2014	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0					NO
638	Mini	Clubman  ***	5	2015-nan	Tetto nudo	SI	342.0	500	520	620								36.0	36.0	NO
639	Mini	Clubman 	5	2016-nan	Profili integrati			601	507	607			857.0	957.0		730				NO
640	Mini	Cooper  ***	5	2014-nan	Tetto nudo	SI	342.0	500	513	613										NO
641	Mini	Cooper 	3-5	2014-nan	Profili integrati			601	507	607			857.0	957.0		730				NO
642	Mini	Countryman  	5	2010-2017	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
643	Mini	Countryman 	5	2017-nan	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			NO
644	Mini	Paceman 	3	2013-2017	Profili integrati			601	507	607			857.0	957.0		730				NO
645	Mitsubishi	 Mitsubishi		nan-nan																
646	Mitsubishi	ASX 	5	2010-nan	Punti fissi	SI	128.0	500	513	613								9.0	40.0	SI
647	Mitsubishi	ASX 	5	2010-nan	Profili integrati	SI	651.0	601	507	607			857.0	957.0		730				SI
648	Mitsubishi	Attrage	4	2014-nan																SI
649	Mitsubishi	Colt 	3-5	2004-2008																SI
650	Mitsubishi	Colt 	3-5	2009-2012																AL-RT
651	Mitsubishi	Eclipse Cross 	5	2018-nan	Profili integrati	SI	651.0	601	507	607			857.0	957.0		730				NV
652	Mitsubishi	Galant SW 	5	1992-1996	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
653	Mitsubishi	Galant SW 	5	1997-2002	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
654	Mitsubishi	Grandis  	5	2003-2011	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NV
655	Mitsubishi	L200 Double Cab 	4	1996-2005	Tetto nudo		255.0	500	520	620										NO
656	Mitsubishi	L200 Double Cab 	4	2006-2015	Tetto nudo		271.0	500	513	613										NO
657	Mitsubishi	L200 Double Cab 	4	2016-nan	Punti fissi	SI	125.0	500	507	607									86.0	NO
658	Mitsubishi	L200 Single Cab 	2	2016-nan	Punti fissi	SI	125.0	500	507	607									86.0	NO
659	Mitsubishi	Lancer 	4-5	2008-nan	Punti fissi	SI	128.0	500	513	613								9.0	40.0	NO
660	Mitsubishi	Lancer Evo 10	4	2008-2016	Punti fissi	SI	128.0	500	513	613								9.0	40.0	NO
661	Mitsubishi	Outlander   	5	2003-2007	Barre lungitudinali	SI	411.0	600	542	642					515.0					NO
662	Mitsubishi	Outlander 	5	2005-2012	Barre lungitudinali	SI		600	520	620	830.0	930.0			530.0		● ○			AL
663	Mitsubishi	Outlander 	5	2013-nan	Profili integrati	SI	651.0	601	513	613			865.0	965.0		730				AL
664	Mitsubishi	Pajero 	5	1991-1999	Barre lungitudinali	SI		600	526	626	830.0	930.0			515.0		● ○			NO
665	Mitsubishi	Pajero 	5	2000-2006	Barre lungitudinali			600	520	620	830.0	930.0			530.0		● ○			NO
666	Mitsubishi	Pajero 	3-5	2006-nan	Barre lungitudinali			600	520	620	830.0	930.0			530.0		● ○			NO
667	Mitsubishi	Pajero 	5	2006-nan	Tetto nudo		291.0	500	526	626										NO
668	Mitsubishi	Pajero Pinin 	5	1999-2007	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
669	Mitsubishi	Pajero Sport 	5	1998-2006	Tetto nudo		255.0	500	520	620								35.0	35.0	NO
670	Mitsubishi	Pajero Sport 	5	1998-2008	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
671	Mitsubishi	Pajero Sport 	5	2009-2016	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
672	Mitsubishi	Sigma SW 	5	1993-1997	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
673	Mitsubishi	Space Runner 	5	1991-1998	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
674	Mitsubishi	Space Star  	5	1998-2001	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			AL-RT
675	Mitsubishi	Space Star  	5	2002-2005	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			AL
676	Mitsubishi	Space Star 	5	2013-nan																AL
677	Mitsubishi	Space Wagon 	3-5	1991-2003	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
678	Mitsubishi	Triton Double Cab 	4	2016-nan	Punti fissi	SI	125.0	500	507	607									86.0	NO
679	Mitsubishi	Triton Single Cab 	2	2016-nan	Punti fissi	SI	125.0	500	507	607									86.0	NO
680	Nissan	 Nissan		nan-nan																
681	Nissan	Almera 	4	1995-2000	Tetto nudo													21.0	21.0	NO
682	Nissan	Almera 	4	2000-2006																SI
683	Nissan	Almera SW 	5	1999-2006	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
684	Nissan	Almera Tino 	5	2000-2006																AL-RT
685	Nissan	Juke 	5	2010-2019	Tetto nudo	NO	265.0	500	513	613								23.0	57.0	NO
686	Nissan	Juke 	5	2010-2019	Tetto nudo	SI												23.0	57.0	NO
687	Nissan	Juke 	5	2019-nan	Tetto nudo	NV													80.0	NV
688	Nissan	Kubistar 	3-5	2003-2009	Punti fissi	SI	102.0	500	507	607								6.0	6.0	NO
689	Nissan	Micra 	3	1992-2003	Tetto nudo													52.0	52.0	SI
690	Nissan	Micra 	5	1992-2003	Tetto nudo													25.0	25.0	SI
691	Nissan	Micra 	3-5	2003-2011																AL-RT
692	Nissan	Micra 	5	2010-2017	Tetto nudo	SI												23.0	23.0	SI
693	Nissan	Micra 	5	2017-nan	Tetto nudo		324.0	500	513	613									94.0	AL
694	Nissan	Murano 	5	2005-2014	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
695	Nissan	Navara  	4	2004-2015	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
696	Nissan	Navara 	4	2016-nan	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
697	Nissan	Note 	5	2004-2014	Tetto nudo	SI												23.0	35.0	AL-RT
698	Nissan	Note 	5	2012-nan	Tetto nudo	NO	306.0	500	520	620										RT
699	Nissan	Patfhinder 	5	2014-nan	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			NV
700	Nissan	Patrol 	5	1998-2010	Barre lungitudinali	SI		600	542	642					530.0					NO
701	Nissan	Pixo 	5	2009-2014	Tetto nudo	NO												33.0	33.0	AL
702	Nissan	Primera 	5	1990-1996	Tetto nudo													21.0	21.0	NO
703	Nissan	Primera SW 	5	1991-2007	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
704	Nissan	Pulsar 	5	2014-nan	Tetto nudo		324.0	500	520	620										NO
705	Nissan	Qashqai 	5	2007-2014	Tetto nudo	NO	235.0	500	520	620										AL
706	Nissan	Qashqai 	5	2007-2014	Barre lungitudinali	SI		600	526	626	830.0	930.0			515.0		● ○			AL
707	Nissan	Qashqai 	5	2014-nan	Tetto nudo	NV	312.0	500	526	626									84.0	NO
708	Nissan	Qashqai 	5	2014-nan	Barre lungitudinali	SI		600 / 601	526 / 507	626 / 607	830.0	930.0	857.0	957.0	530.0	730	● ○			NO
709	Nissan	Qashqai+2 	5	2007-2014	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			AL
710	Nissan	Terrano  	5	1986-1996	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
711	Nissan	Terrano 	5	1993-2006	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
712	Nissan	X-Trail 	5	2001-2014	Profili a T	SI	406.0	600	542	642	830.0	930.0								AA-AB-AL-RT-2B
713	Nissan	X-Trail 	5	2014-nan	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
714	Opel	 Opel		nan-nan																
715	Opel	Adam	3	2013-2019	Punti fissi	SI	222.0	500	507	607								70.0	69.0	AL-AB
716	Opel	Agila A	5	2000-2008	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL-RT
717	Opel	Agila B	5	2008-2015	Tetto nudo	SI	237.0	500	507	607										AL-RT
718	Opel	Antara	5	2006-2015	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
719	Opel	Astra F	3-5	1991-1998	Punti fissi	SI	213.0	500	507	607								28.0	28.0	NO
720	Opel	Astra F SW	5	1991-1998	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
721	Opel	Astra G	3-5	1998-2004	Punti fissi	SI	213.0	500	507	607								28.0	28.0	NO
722	Opel	Astra G SW	5	1998-2004	Punti fissi	SI	213.0	500	507	607								28.0	28.0	SI
723	Opel	Astra G SW	5	1998-2004	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			SI
724	Opel	Astra H	3	2004-2011	Punti fissi	SI	107.0	500	507	607								14.0	47.0	AL-2B
725	Opel	Astra H	5	2004-2011	Punti fissi	SI	107.0	500	507	607								14.0	47.0	AL-2B
726	Opel	Astra H SW	5	2004-2011	Punti fissi	SI	107.0	500	507	607								14.0	47.0	AL-2B
727	Opel	Astra H SW*	5	2004-2007	Profili integrati	SI	402.0	600	513	613	815.0	915.0								AL-2B
728	Opel	Astra H SW**	5	2007-2011	Profili integrati	SI	409.0	600 / 601	513 / 507	613 / 607	815.0	915.0	857.0	957.0		715				AL-2B
729	Opel	Astra J	3-5	2009-2015	Punti fissi	SI	222.0	500	507	607								70.0	70.0	AL-2B
730	Opel	Astra J Berlina	4	2012-2018	Punti fissi	SI	222.0	500	507	607								70.0	70.0	NV
731	Opel	Astra J SW	5	2010-2015	Profili integrati	SI	405.0	600 / 601	513 / 507	613 / 607	815.0	915.0	857.0	957.0		715				AL-2B
732	Opel	Astra K	5	2015-nan	Tetto nudo	SI	328.0	500	520	620								65.0	65.0	NO
733	Opel	Astra Twin Top	2	2006-2011																AB
734	Opel	Calibra	3	1990-1997	Punti fissi	SI	213.0	500	507	607								28.0	28.0	NO
735	Opel	Combo C	3	2001-2012	Punti fissi	SI	102.0	500	513	613								6.0	2.0	NO
736	Opel	Combo D	5	2012-2018	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			NO
737	Opel	Combo E	3-5	2018-nan	Barre lungitudinali	SI	655.0	601	513	613			865.0	965.0	530.0	 				NV
738	Opel	Corsa B	3-5	1993-2000	Punti fissi	SI	213.0	500	507	607								28.0	28.0	AL
739	Opel	Corsa B SW	5	1993-2000	Barre lungitudinali	SI		600	520	620	815.0	915.0					● ○			AL
740	Opel	Corsa C	3-5	2000-2006	Punti fissi	SI	213.0	500	507	607								28.0	28.0	AL-RT
741	Opel	Corsa D	3-5	2006-2015	Punti fissi	SI	222.0	500	507	607								70.0	69.0	AL
742	Opel	Corsa E	3-5	2015-2019	Punti fissi	SI	222.0	500	507	607								70.0	69.0	AL
743	Opel	Corsa F	5	2019-nan	Tetto nudo	NV	371.0	500	513	613								89.0	75.0	AL
744	Opel	Crossland X	5	2017-nan	Tetto nudo	NO	348.0	500	520	620								65.0	65.0	NO
745	Opel	Crossland X	5	2017-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
746	Opel	Frontera	5	1991-2004	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
747	Opel	Grandland X	5	2017-nan	Tetto nudo	NV	365.0	500	520	620								75.0	75.0	NO
748	Opel	Grandland X	5	2017-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
749	Opel	Insignia A	4	2008-2017	Tetto nudo	SI	287.0	500	526	626								65.0	65.0	SI
750	Opel	Insignia A SW	5	2009-2017	Profili integrati	SI	407.0	600 / 601	526 / 507	626 / 607	830.0	930.0	857.0	957.0		730				NO
751	Opel	Insignia B SW	5	2017-nan	Profili integrati	SI		601	507	607			857.0	957.0		730				NO
752	Opel	Kadett E	3-5	1984-1991	Punti fissi	SI	213.0	500	520	620								28.0	28.0	NO
753	Opel	Kadett E SW	5	1984-1991	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
754	Opel	Karl	5	2015-2019																AL
755	Opel	Karl Rocks	5	2017-2019	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
756	Opel	Meriva A	5	2003-2010	Punti fissi	SI	222.0	500	507	607								70.0	69.0	AL-RT
757	Opel	Meriva B	5	2010-2017	Punti fissi	SI	222.0	500	513	613								70.0	69.0	AL
758	Opel	Mokka \ Mokka X	5	2013-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				SI
759	Opel	Omega A SW	5	1986-1994	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
760	Opel	Omega B SW	5	1994-2006	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			SI
761	Opel	Signum	5	2003-2008	Punti fissi	SI	222.0	500	520	620										AL-AB-RT
762	Opel	Signum	5	2003-2008	Profili integrati	SI	402.0	600	526	626	830.0	930.0								AL-AB-RT
763	Opel	Sintra	5	1996-1999	Barre lungitudinali	SI		600	520	620	815.0	915.0					● ○			NO
764	Opel	Tigra A	3	1994-2000	Punti fissi	SI	213.0	500	507	607								28.0	28.0	NO
765	Opel	Tigra Twin Top	2	2003-2009																AL
766	Opel	Vectra A	4	1988-1995	Tetto nudo													34.0		SI
767	Opel	Vectra B SW	5	1996-2003	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AL
768	Opel	Vectra C	4	2002-2008	Punti fissi	SI	222.0	500	513	613										AB
769	Opel	Vectra C	5	2002-2008	Profili integrati	SI	402.0	600	526	626	830.0	930.0								AB
770	Opel	Zafira A	5	1999-2005	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL
771	Opel	Zafira B *	5	2005-2007	Profili integrati	SI	402.0	600	526	626	830.0	930.0								AL
772	Opel	Zafira B **	5	2007-2014	Profili integrati	SI	409.0	600 / 601	520 / 507	620 / 607	830.0	930.0	857.0	957.0		730				AL
773	Opel	Zafira B Cosmo	5	2007-2011	Punti fissi	SI	107.0	500	513	613								14.0	14.0	AL
774	Opel	Zafira C 	5	2011-2018	Punti fissi	SI	222.0	500	513	613								70.0	69.0	AL-2B
775	Opel	Zafira C 	5	2011-2018	Profili integrati	SI	405.0	600 / 601	526 / 507	626 / 607	830.0	930.0	857.0	957.0		730				AL-2B
776	Peugeot	 Peugeot		nan-nan																
777	Peugeot	1007	3	2005-2010	Tetto nudo		269.0	500	520	620										AL
778	Peugeot	1007	3	2005-2010	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			AL
779	Peugeot	106	3	1991-2003	Tetto nudo													52.0	52.0	NO
780	Peugeot	106	5	1991-2003	Tetto nudo													25.0	25.0	NO
781	Peugeot	107	5	2005-2014	Tetto nudo	SI												21.0	49.0	NO
782	Peugeot	108	5	2014-nan	Tetto nudo	NO	366.0	500	507	607								25.0	59.0	AL-AB-2B
783	Peugeot	108	5	2014-nan	Tetto nudo	SI												25.0	59.0	AL-AB-2B
784	Peugeot	2008	5	2013-2019	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
785	Peugeot	205	5	1983-1998	Tetto nudo													25.0	25.0	SI
786	Peugeot	206	5	1998-2012	Tetto nudo		219.0	500	507	607								30.0	30.0	AL
787	Peugeot	206 cc	2	2000-2007																RT
788	Peugeot	206 SW	5	2002-2013	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AL-AA-2B
789	Peugeot	207	3-5	2006-2015	Punti fissi	SI	122.0	500	507	607								5.0	5.0	AL
790	Peugeot	207 SW	5	2007-2013	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL
791	Peugeot	208	3	2012-2019	Tetto nudo	NO	275.0	500	513	613								66.0	66.0	AL
792	Peugeot	208	3	2012-2019	Tetto nudo	SI												66.0	66.0	AL
793	Peugeot	208	5	2012-2019	Tetto nudo	NO	274.0	500	513	613								65.0	65.0	AL
794	Peugeot	208	5	2012-2019	Tetto nudo	SI												65.0	65.0	AL
795	Peugeot	208	5	2019-nan	Tetto nudo	NO	371.0	500	513	613								89.0	75.0	AL
796	Peugeot	3008	5	2009-2016	Punti fissi	SI	122.0	500	520	620									16.0	RT
797	Peugeot	3008	5	2016-nan	Tetto nudo	NV	363.0	500	520	620								75.0	75.0	NO
798	Peugeot	3008***	5	2016-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
799	Peugeot	306	5	1994-2002	Tetto nudo													26.0	26.0	NO
800	Peugeot	306 SW	5	1994-2002	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AL
801	Peugeot	307	3-5	2001-2009	Punti fissi	SI	104.0	500	507	607								4.0	4.0	AL
802	Peugeot	307 cc	2	2003-2009																RT
803	Peugeot	307 SW	5	2002-2008	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL
804	Peugeot	308	3-5	2007-2013	Punti fissi	SI	122.0	500	513	613								4.0	16.0	SI
805	Peugeot	308	5	2013-nan	Tetto nudo	NO	347.0	500	520	620								75.0	75.0	NO
806	Peugeot	308 SW	5	2008-2014	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL-2B
807	Peugeot	308 SW	5	2014-nan	Profili integrati	SI		601	507	607			857.0	957.0		730				AL-AA-2B
808	Peugeot	308 SW	5	2016-nan	Tetto nudo	NO	347.0	500	520	620								75.0	75.0	NO
809	Peugeot	4007	5	2007-2012	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			AL
810	Peugeot	4008	5	2012-2017	Punti fissi	SI	128.0	500	513	613								9.0	40.0	AA-AB-AL
811	Peugeot	4008	5	2012-2017	Profili integrati	SI	651.0	601	507	607			857.0	957.0		730				AA-AB-AL
812	Peugeot	405	4	1987-1996	Tetto nudo													27.0	27.0	NO
813	Peugeot	405 SW	5	1988-1997	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
814	Peugeot	406	4	1995-2005	Tetto nudo													26.0	26.0	SI
