	Marca	Vettura	Porte	Anno	Tipo Tetto	TettoVetro	KIT 	  Componibili  PIEDE  	TRAVERSE Acc 	Alu	Preassemblate E.O. SW Acc	Alu.1	Quick Acc	Alu.2	FREE LINE	Unnamed: 16	INITIAL	EASY ONE	EVO	Porta Bici Post.
815	Peugeot	406 SW	5	1997-2005	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			SI
816	Peugeot	407	3-4	2004-2012	Punti fissi	SI	122.0	500	507	607								5.0	5.0	SI
817	Peugeot	407 SW	5	2004-2012	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			AL-RT
818	Peugeot	5008 	5	2009-2016	Punti fissi	SI	122.0	500	520	620									16.0	AL-RT
819	Peugeot	5008 ***	5	2017-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NV
820	Peugeot	505 SW	5	1980-1992	Barre lungitudinali	SI		600	520	620	815.0	915.0					● ○			NO
821	Peugeot	508	4	2011-2018	Tetto nudo	NO	286.0	500	520	620								65.0	65.0	NO
822	Peugeot	508 SW  	5	2018-nan	Profili integrati	SI		601	507	607			857.0	957.0		730				NV
823	Peugeot	508 SW / 508 RXH	5	2011-2018	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
824	Peugeot	607	4	2000-2010																SI
825	Peugeot	806	5	1994-2002	Profili a T	SI	406.0	600	526	626	830.0	930.0								NO
826	Peugeot	807	5	2002-2010	Tetto nudo		304.0	500	542	642										NO
827	Peugeot	807	5	2002-2010	Profili a T	SI	406.0	600	542	642	830.0	930.0								NO
828	Peugeot	Bipper	3-5	2007-nan	Punti fissi	SI	102.0	500	526	626								7.0	7.0	AL
829	Peugeot	Bipper	3-5	2007-nan	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			AL
830	Peugeot	Partner - Ranch	3-5	1996-2008	Tetto nudo		209.0	500	507	607								22.0	22.0	NO
831	Peugeot	Partner I	5	2001-2007	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
832	Peugeot	Partner II	3-5	2008-2018	Punti fissi	SI	129.0	500	520	620										SI
833	Peugeot	Partner II	5	2008-2018	Barre lungitudinali	SI		600	542	642					530.0					SI
834	Peugeot	Partner III/Rifter	3-5	2018-nan	Barre lungitudinali	Si	655.0	601	513	613			865.0	965.0	530.0	 				NV
835	Porsche	 Porsche		nan-nan																
836	Porsche	Cayenne  	5	2002-2009	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
837	Porsche	Cayenne  	5	2002-2009	Profili a T	SI	406.0	600	542	642										NO
838	Porsche	Cayenne 	5	2010-2017	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			NO
839	Porsche	Cayenne 	5	2018-nan	Profili integrati	SI		601	513	613			865.0	965.0		730				NO
840	Porsche	Macan 	5	2015-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
841	Renault	 Renault		nan-nan																
842	Renault	Alaskan	4	2016-nan	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
843	Renault	Captur I	5	2013-2019	Tetto nudo		302.0	500	513	613								65.0	65.0	NO
844	Renault	Captur II	5	2019-nan	Tetto nudo	NV													75.0	NV
845	Renault	Captur II	5	2019-nan	Profili integrati	SI		601	507	607			857.0	957.0						NV
846	Renault	Clio I	5	1990-1998	Tetto nudo													29.0	29.0	NO
847	Renault	Clio II \ Clio Storia	5	1998-2005	Tetto nudo													21.0	21.0	AL
848	Renault	Clio III	3	2005-2012	Punti fissi	SI	352.0	500	507	607										AL-RT
849	Renault	Clio III	5	2005-2012	Punti fissi	NV	350.0	500	507	607								88.0	88.0	AL-RT
850	Renault	Clio III	5	2005-2012	Punti fissi	SI	350.0	500	507	607										AL-RT
851	Renault	Clio III SW	5	2005-2008	Barre lungitudinali	SI	412.0	600	526	626	830.0	930.0			515.0		● ○			AL
852	Renault	Clio III SW	5	2008-2013	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL
853	Renault	Clio IV	5	2012-nan	Tetto nudo	NO	282.0	500	513	613								65.0	65.0	NO
854	Renault	Clio IV	5	2012-nan	Tetto nudo	SI												65.0	65.0	NO
855	Renault	Clio IV SW	5	2013-2020	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
856	Renault	Clio V	5	2019-nan	Tetto nudo	NV	374.0	500	513	613								84.0	84.0	NV
857	Renault	Espace	5	1984-1990	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			NO
858	Renault	Espace	5	1996-2002	Profili a T	SI	406.0	600	542	642	830.0	930.0								NO
859	Renault	Espace	5	2002-2014	Profili a T	SI	406.0	600	542	642										AL-RT
860	Renault	Espace	5	2015-nan	Tetto nudo	SI	327.0	500	542	642										NO
861	Renault	Express	5	1992-1997	Barre lungitudinali	SI		600	542	642	830.0	930.0					● ○			NO
862	Renault	Grand Modus	5	2008-2013	Punti fissi	NV	301.0	500	513	613								51.0		AL-AB-2B
863	Renault	Grand Scenic	5	2003-2009	Punti fissi	SI	101.0	500	507	607								1.0	1.0	AL-2B-RT
864	Renault	Grand Scenic	5	2009-2016	Tetto nudo	SI	227.0	500	520	620										AL-2B-RT
865	Renault	Grand Scenic	5	2017-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
866	Renault	Kadjar	5	2015-nan	Profili integrati	SI		601	507	607			857.0	957.0		730				SI
867	Renault	Kangoo I	3-5	1998-2007	Punti fissi	SI	102.0	500	507	607								6.0	6.0	NO
868	Renault	Kangoo II	3-5	2008-nan	Punti fissi	SI	102.0	500	513	613								6.0	2.0	NO
869	Renault	Koleos I	5	2008-2017	Barre lungitudinali	SI		600	520	620	830.0	930.0			530.0		● ○			AL-2B
870	Renault	Koleos II	5	2017-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
871	Renault	Laguna I	5	1993-2001	Tetto nudo													24.0	44.0	NO
872	Renault	Laguna I SW	5	1996-2000	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AB-RT
873	Renault	Laguna II	5	2001-2007	Tetto nudo													21.0	49.0	SI
874	Renault	Laguna II SW	5	2001-2007	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AB-RT
875	Renault	Laguna III SW	5	2007-2015	Barre lungitudinali	SI	412.0	600	526	626	830.0	930.0			515.0		● ○			NO
876	Renault	Megane I	5	1996-2002	Tetto nudo													23.0	23.0	NO
877	Renault	Megane I SW	5	1999-2003	Punti fissi	SI												28.0		NO
878	Renault	Megane II	3-5	2002-2010	Punti fissi	SI	101.0	500	507	607								1.0	1.0	NO
879	Renault	Megane II	4	2002-2010	Punti fissi	SI	101.0	500	507	607								1.0	1.0	NO
880	Renault	Megane II SW	5	2003-2009	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AA-AL-2B
881	Renault	Megane III	5	2008-2015	Tetto nudo	NO	232.0	500	513	613								65.0	65.0	AL-RT
882	Renault	Megane III SW	5	2009-2016	Tetto nudo	NO	232.0	500	513	613										AL-AB-2B-RT
883	Renault	Megane III SW	5	2009-2016	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL-AB-2B-RT
884	Renault	Megane IV	5	2016-nan	Tetto nudo	NO	344.0	500	520	620								65.0	65.0	NO
885	Renault	Megane Sporter / Grandtour	5	2016-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
886	Renault	Modus	5	2004-2013	Punti fissi	NV	301.0	500	513	613								51.0		AL-AB-2B
887	Renault	R19	5	1988-1995	Tetto nudo													29.0	29.0	NO
888	Renault	R21	5	1989-1994	Tetto nudo													21.0	21.0	NO
889	Renault	Scenic I	5	1996-2003	Punti fissi	SI	213.0	500	507	607								28.0	28.0	SI
890	Renault	Scenic I	5	1996-2003	Tetto nudo		213.0	500	507	607								28.0	28.0	SI
891	Renault	Scenic II	5	2003-2009	Punti fissi	SI	101.0	500	507	607								1.0	1.0	AL-RT
892	Renault	Scenic II Conquest 	5	2007-2009	Barre lungitudinali	SI		600	526	626	830.0	930.0					● ○			AL-RT
893	Renault	Scenic III	5	2009-2016	Tetto nudo	NO	227.0	500	520	620								65.0	65.0	AL-RT
894	Renault	Scenic III	5	2009-2016	Tetto nudo	SI												65.0	65.0	AL-RT
895	Renault	Scenic III	5	2009-2016	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL-RT
896	Renault	Scenic III X-Mod	5	2009-2016	Tetto nudo	NO	227.0	500	520	620								65.0	65.0	AL-RT
897	Renault	Scenic III X-Mod	5	2009-2016	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL-RT
898	Renault	Scenic IV	5	2017-nan	Tetto nudo	NO	338.0	500	526	626										NO
899	Renault	Talisman	4	2016-nan	Tetto nudo		349.0	500	520	620								65.0	65.0	SI
900	Renault	Talisman SW	5	2016-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
901	Renault	Twingo I	3	1993-2007																SI
902	Renault	Twingo II	3	2007-2014																SI
903	Renault	Twingo III	5	2014-nan	Tetto nudo		323.0	500	513	613								65.0	65.0	NO
904	Rover	 Rover		nan-nan																
905	Rover	200 	3	1995-1999																SI
906	Rover	25 	3-5	1999-2005	Barre lungitudinali	SI		600	507	607	815.0	915.0					● ○			SI
907	Rover	600 	4	1993-1999	Tetto nudo													23.0	23.0	NO
908	Rover	75 	4	1998-2005																SI
909	Rover	75 SW 	5	2001-2005	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			SI
910	Saab	 Saab		nan-nan																
911	Saab	900	4	1993-1998	Tetto nudo													34.0		NO
912	Saab	9000	4	1985-1998	Tetto nudo													34.0		NO
913	Saab	9-3 	4	2003-2013	Punti fissi	SI	130.0	500	507	607										SI
914	Saab	9-3 SW 	5	2005-2013	Punti fissi	SI	130.0	500	507	607										AL-AA-RT
915	Saab	9-3 SW 	5	2005-2013	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL-AA-RT
916	Saab	9-3 X	5	2009-2013	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
917	Saab	9-5 	4	1997-2010	Tetto nudo	NO												34.0		NO
918	Saab	9-5 SW 	5	1999-2010	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			AL
919	Saab	9-7 X	5	2006-2009	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
920	Seat	 Seat		nan-nan																
921	Seat	Alhambra 	5	1996-2000	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			AL
922	Seat	Alhambra 	5	2000-2010	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			AL
923	Seat	Alhambra 	5	2010-2020	Barre lungitudinali	SI		600 / 601	526 / 507	626 / 607	830.0	930.0	857.0	957.0	530.0	730	● ○			AL
924	Seat	Altea 	5	2004-2015	Tetto nudo													36.0	36.0	AL-2B
925	Seat	Altea Freetrack 	5	2007-2015	Profili integrati	SI	404.0	600 / 601	520 / 507	620 / 607	815.0	915.0	857.0	957.0		715				AL-2B
926	Seat	Altea XL 	5	2006-2015	Profili integrati	SI	404.0	600 / 601	520 / 507	620 / 607	815.0	915.0	857.0	957.0		715				AL-2B
927	Seat	Arona 	5	2017-nan	Barre lungitudinali	SI		600 / 601	513 / 507	613 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			NO
928	Seat	Arosa 	3	1997-2005	Tetto nudo													23.0	57.0	NO
929	Seat	Ateca 	5	2016-nan	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	830.0	930.0	857.0	957.0	515.0	715	● ○			SI
930	Seat	Exeo 	4	2009-2013																SI
931	Seat	Exeo SW 	5	2009-2013	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL
932	Seat	Ibiza 	5	1984-1993	Tetto nudo													25.0	25.0	NO
933	Seat	Ibiza 	3	2008-2017																AL
934	Seat	Ibiza 	5	2008-2017	Tetto nudo		217.0	500	513	613								64.0	64.0	AL
935	Seat	Ibiza 	3-5	1993-2002																SI
936	Seat	Ibiza 	3	2002-2008	Tetto nudo	NO	252.0	500	507	607								63.0	63.0	AA-AL
937	Seat	Ibiza 	5	2002-2008	Tetto nudo	NO	252.0	500	507	607								63.0	63.0	AA-AL
938	Seat	Ibiza 	5	2017-nan	Tetto nudo		346.0	500	520	620								87.0	87.0	2B
939	Seat	Ibiza SW 	5	2010-2017	Profili integrati	SI	404.0	600 / 601	513 / 507	613 / 607	815.0	915.0	857.0	957.0		715				AL
940	Seat	Leon 	5	2005-2012	Tetto nudo	NO	254.0	500	520	620								36.0	36.0	AL-2B
941	Seat	Leon 	5	2005-2012	Tetto nudo	SI												36.0	36.0	AL-2B
942	Seat	Leon 	5	2013-2020	Tetto nudo	NO	298.0	500	520	620								66.0	66.0	AL-2B
943	Seat	Leon 	5	2020-nan	Tetto nudo	NO													77.0	NV
944	Seat	Leon SW 	5	2014-2020	Profili integrati	SI	404.0	600 / 601	520 / 507	620 / 607	830.0	930.0	857.0	957.0		715				2B
945	Seat	Leon SW	5	2020-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NV
946	Seat	Marbella 	3	1986-1998	Tetto nudo													52.0	60.0	NO
947	Seat	Mii 	5	2012-nan	Tetto nudo	SI												36.0	36.0	AL-2B
948	Seat	Tarraco	5	2019-nan	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	830.0	930.0	857.0	957.0	515.0	715	● ○			NV
949	Seat	Toledo 	5	1991-1999	Punti fissi	SI												28.0	28.0	NO
950	Seat	Toledo 	5	2004-2009	Tetto nudo	NO												36.0	36.0	NO
951	Seat	Toledo 	4	2013-2019	Tetto nudo		292.0	500	520	620								35.0	35.0	NO
952	Skoda	 Skoda		nan-nan																
953	Skoda	Citigo	5	2012-nan	Tetto nudo	SI												36.0	36.0	AL-AB-RT-2B
954	Skoda	Fabia  	5	1999-2007	Punti fissi	SI	222.0	500	507	607								70.0	70.0	AL
955	Skoda	Fabia 	5	2007-2014	Tetto nudo		272.0	500	513	613								41.0	41.0	AL-2B
956	Skoda	Fabia 	5	2015-nan	Tetto nudo	NO	345.0	500	513	613								73.0	72.0	AL
957	Skoda	Fabia Scout 	5	2009-2014	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			AL-2B
958	Skoda	Fabia SW  	5	2000-2007	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AL
959	Skoda	Fabia SW 	5	2007-2014	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL-2B
960	Skoda	Fabia SW 	5	2015-nan	Barre lungitudinali	SI		600 / 601	513 / 507	613 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			SI
961	Skoda	Felicia SW 	5	1995-2001	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
962	Skoda	Kamiq	5	2019-nan	Barre lungitudinali	SI		600 / 601	507 / 507	607 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			NO
963	Skoda	Karoq 	5	2018-nan	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0					2B
964	Skoda	Kodiaq 	5	2017-nan	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			AB-2B
965	Skoda	Octavia 	4	1996-2004	Punti fissi	SI	222.0	500	526	626										SI
966	Skoda	Octavia 	4	2013-2019	Tetto nudo		299.0	500	520	620										NO
967	Skoda	Octavia SW 	5	1998-2004	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AL
968	Skoda	Octavia SW 	5	2004-2012	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL
969	Skoda	Octavia SW 	5	2013-2020	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL-2B
970	Skoda	Octavia SW 	5	2020-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NV
971	Skoda	Rapid 	4	2013-2019	Tetto nudo	NO	292.0	500	520	620								35.0	35.0	NO
972	Skoda	Roomster 	5	2006-2015	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AL-RT
973	Skoda	Roomster Praktik 	5	2007-2015	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
974	Skoda	Roomster Scout 	5	2009-2015	Barre lungitudinali	SI		600	526	626	830.0	930.0			515.0		● ○			AL-RT
975	Skoda	Scala	5	2019-nan	Tetto nudo	NV	383.0	500	520	620									84.0	NV
976	Skoda	Superb SW 	5	2010-2015	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL
977	Skoda	Superb SW 	5	2015-nan	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			NO
978	Skoda	Yeti 	5	2009-2017	Barre lungitudinali	SI		600	520	620	830.0	930.0			530.0					SI
979	Smart	 Smart		nan-nan																
980	Smart	ForFour	5	2004-2014																AL-RT
981	Ssangyong	 Ssangyong		nan-nan																
982	Ssangyong	Korando	3	1997-2005	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NV
983	Ssangyong	Korando	5	2010-2014	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
984	Ssangyong	Korando	5	2014-2019	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
985	Ssangyong	Korando	5	2019-nan	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
986	Ssangyong	Kyron	5	2005-2011	Barre lungitudinali	SI		600	520	620	830.0	930.0			530.0		● ○			NV
987	Ssangyong	Musso	5	1995-2006	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			NO
988	Ssangyong	Musso II	2-4	2018-nan	Barre lungitudinali	SI	655.0	601	507	607			857.0	957.0	530.0	 				NO
989	Ssangyong	Rexton I	5	2001-2006	Barre lungitudinali	SI		600	520	620	830.0	930.0			530.0		● ○			NO
990	Ssangyong	Rexton II	5	2007-2013	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
991	Ssangyong	Rexton III	5	2013-2017	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
992	Ssangyong	Rexton IV	5	2017-nan	Barre lungitudinali	SI	655.0	601	507	607			857.0	957.0	530.0	 				NV
993	Ssangyong	Rodius	5	2004-2013	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NV
994	Ssangyong	Rodius	5	2013-2019	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NV
995	Ssangyong	Tivoli	5	2015-nan	Tetto nudo	SI	288.0	500	520	620								36.0	36.0	SI
996	Ssangyong	Tivoli	5	2015-nan	Profili integrati	SI	656.0	601	507	607			857.0	957.0		715				NO
997	Ssangyong	XLV	5	2016-nan	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
998	Subaru	 Subaru		nan-nan																
999	Subaru 	XV E-Boxer	5	2019-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
1000	Subaru	Forester 	5	1997-2002	Profili integrati	SI		601	507	607			857.0	957.0		715				AA-AL
1001	Subaru	Forester 	5	2008-2013	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			SI
1002	Subaru	Forester 	5	2013-2020	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			SI
1003	Subaru	Impreza SW	5	1993-2010	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
1004	Subaru	Impreza XV	5	2010-2012	Barre lungitudinali	SI		600	520	620	815.0	915.0					● ○			AL
1005	Subaru	Justy 	5	2003-2007	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NV
1006	Subaru	Legacy SW 	5	1989-2002	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AA-AL
1007	Subaru	Legacy SW 	5	2003-2009																AA-AL
1008	Subaru	Legacy SW 	5	2009-2015																AL
1009	Subaru	Outback 	5	1998-2003	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AA-AL
1010	Subaru	Outback 	5	2003-2009																AA-AL
1011	Subaru	Outback 	5	2009-2014																AL
1012	Subaru	Trezia	5	2011-2016	Tetto nudo	NO	257.0	500	513	613										AL
1013	Subaru	Tribeca 	5	2008-2014	Barre lungitudinali	SI		600	542	642	830.0	930.0			530.0		● ○			NO
1014	Subaru	XV	5	2012-2017	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
1015	Subaru	XV	5	2018-nan	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
1016	Suzuki	 Suzuki		nan-nan																
1017	Suzuki	Alto  	3-5	1982-1985	Tetto nudo													25.0	25.0	NO
1018	Suzuki	Alto 	5	1986-2002	Tetto nudo													25.0	25.0	NO
1019	Suzuki	Alto 	5	2002-2009	Tetto nudo													23.0	23.0	NO
1020	Suzuki	Alto 	5	2008-2014	Tetto nudo													33.0	33.0	AL-RT
1021	Suzuki	Baleno 	5	1996-2002	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
1022	Suzuki	Baleno 	5	2016-nan																AL
1023	Suzuki	Celerio 	5	2015-nan																AL
1024	Suzuki	Grand Vitara 	3-5	1998-2004	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
1025	Suzuki	Grand Vitara 	3-5	2005-2015	Profili integrati	SI	653.0	601	507	607			857.0	957.0						NO
1026	Suzuki	Ignis 	5	2000-2008	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
1027	Suzuki	Ignis 	5	2016-nan	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NV
1028	Suzuki	Jimny 	5	1998-2018	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
1029	Suzuki	Samurai 	3	1982-1992	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
1030	Suzuki	Splash 	5	2008-2015	Tetto nudo		237.0	500	507	607										AL-RT
1031	Suzuki	Swace	5	2021-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NV
1032	Suzuki	Swift 	3-5	2004-2010																AL
1033	Suzuki	Swift 	3-5	2010-2017																AL-RT
1034	Suzuki	SX4 	5	2006-2014	Barre lungitudinali	SI		600	520	620	830.0	930.0			530.0		● ○			AL
1035	Suzuki	SX4 S-Cross 	5	2014-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				AL-2B
1036	Suzuki	Vitara 	5	1998-2005	Barre lungitudinali	SI		600	520	620	830.0	930.0			530.0		● ○			NO
1037	Suzuki	Vitara 	5	2015-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
1038	Suzuki	Wagon R+ 	5	2000-2008	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			SI
1039	Tata	 Tata		nan-nan																
1040	Tata	Indica Aria	5	2010-2017	Tetto nudo													36.0	36.0	NO
1041	Tata	Indigo I SW	5	2002-2009	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
1042	Tata	Safari	5	1998-nan	Barre lungitudinali	SI		600	520	620	815.0	915.0					● ○			NO
1043	Tata	Xenon 	4	2007-nan	Tetto nudo													32.0	32.0	NO
1044	Toyota	 Toyota		nan-nan																
1045	Toyota	4 Runner 	5	1990-1995	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
1046	Toyota	Auris 	5	2007-2012																AL-2B-RT
1047	Toyota	Auris 	5	2013-2018	Tetto nudo	SI	294.0	500	513	613								36.0	36.0	NO
1048	Toyota	Auris SW 	5	2013-2018	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
1049	Toyota	Avensis 	4-5	1997-2003	Tetto nudo	NO												44.0	44.0	NO
1050	Toyota	Avensis 	4-5	2003-2009	Tetto nudo	NO												24.0	24.0	RT
1051	Toyota	Avensis 	4	2009-2015																SI
1052	Toyota	Avensis SW 	5	1997-2008	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
1053	Toyota	Avensis SW 	5	2011-2018																AL-2B
1054	Toyota	Avensis Verso	5	2001-2006	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NV
1055	Toyota	Aygo 	5	2005-2014	Tetto nudo	SI												21.0	49.0	NO
1056	Toyota	Aygo 	5	2014-nan	Tetto nudo	NO	256.0	500	507	607								25.0	59.0	NO
1057	Toyota	Aygo 	5	2014-nan	Tetto nudo	SI												25.0	59.0	NO
1058	Toyota	Carina 	5	1987-1993	Tetto nudo													24.0	44.0	NO
1059	Toyota	Carina SW 	5	1988-1997	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
1060	Toyota	C-HR	5	2017-nan	Tetto nudo	NV	357.0	500	513	613										NO
1061	Toyota	Corolla 	5	2019-nan	Tetto nudo	NV	373.0	500	513	613									98.0	NV
1062	Toyota	Corolla SW 	5	1993-1999	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
1063	Toyota	Corolla SW 	5	2000-2001	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
1064	Toyota	Corolla SW 	5	2002-2006	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
1065	Toyota	Corolla SW 	5	2019-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NV
1066	Toyota	Corolla Verso  	5	2002-2006	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			AL-RT
1067	Toyota	Corolla Verso 	5	2004-2009	Tetto nudo	SI	253.0	500	526	626										AL-RT
1068	Toyota	Corolla Verso 	5	2007-2009	Barre lungitudinali	SI		600	526	626	830.0	930.0			515.0		● ○			AL-RT
1069	Toyota	Hilux	4	2005-2015	Tetto nudo		297.0	500	526	626								32.0	32.0	NO
1070	Toyota	Land Cruiser  90	3	1996-2003	Barre lungitudinali	SI		600	542	642					530.0					NO
1071	Toyota	Land Cruiser  90	5	1996-2003	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
1072	Toyota	Land Cruiser 100	5	1990-2001	Barre lungitudinali	SI		600	542	642					530.0					NO
1073	Toyota	Land Cruiser 120	5	2002-2009	Punti fissi	SI	295.0	500	513	613										NO
1074	Toyota	Land Cruiser 120	5	2003-2009	Barre lungitudinali	SI		600	520	620	830.0	930.0			530.0		● ○			NO
1075	Toyota	Land Cruiser 125	3	2003-2009	Barre lungitudinali	SI		600	520	620	830.0	930.0			530.0		● ○			NO
1076	Toyota	Land Cruiser 150	5	2009-nan	Punti fissi	SI	295.0	500	513	613										NO
1077	Toyota	Land Cruiser 150	5	2009-nan	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
1078	Toyota	Land Cruiser 155	3	2009-nan	Punti fissi	SI	295.0	500	513	613										NO
1079	Toyota	Land Cruiser 155	3	2009-nan	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
1080	Toyota	Land Cruiser 500	5	2005-nan	Barre lungitudinali	SI		600	542	642					530.0					NO
1081	Toyota	Mirai	4	2015-nan																SI
1082	Toyota	Picnic	5	1996-2001	Barre lungitudinali	SI		600	520	620	815.0	915.0					● ○			AL-RT
1083	Toyota	Previa 	5	2000-2006	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
1084	Toyota	Prius+ 	5	2012-nan	Tetto nudo	SI	285.0	500	520	620								24.0	24.0	NO
1085	Toyota	Proace City Verso	3-5	2020-nan	Barre lungitudinali	SI	655.0	601	513	613			865.0	965.0	530.0	 				NV
